Gene stable ID,Gene name,Mouse gene stable ID,Mouse gene name,Last common ancestor with Mouse,Mouse homology type,%id. target Mouse gene identical to query gene,%id. query gene identical to target Mouse gene,Mouse Gene-order conservation score,Mouse Whole-genome alignment coverage,"Mouse orthology confidence [0 low, 1 high]"
ENSG00000196632,WNK3,ENSMUSG00000041245,Wnk3,Euarchontoglires,ortholog_one2one,80.1111,80.6037,100,99.77,1
ENSG00000233670,PIRT,ENSMUSG00000048070,Pirt,Euarchontoglires,ortholog_one2one,78.1022,79.2593,100,100.00,1
ENSG00000207242,RNU6-1065P,ENSMUSG00000065031,Gm22364,Amniota,ortholog_one2many,75.4717,81.6327,,0.00,0
ENSG00000188803,SHISA6,ENSMUSG00000053930,Shisa6,Euarchontoglires,ortholog_one2one,88.9292,93.3333,100,100.00,1
ENSG00000168675,LDLRAD4,ENSMUSG00000024544,Ldlrad4,Euarchontoglires,ortholog_one2one,90.1961,90.1961,100,100.00,1
ENSG00000119414,PPP6C,ENSMUSG00000026753,Ppp6c,Boreoeutheria,ortholog_one2one,99.6721,99.6721,50,100.00,1
ENSG00000137947,GTF2B,ENSMUSG00000028271,Gtf2b,Euarchontoglires,ortholog_one2one,99.6835,99.6835,100,100.00,1
ENSG00000007174,DNAH9,ENSMUSG00000056752,Dnah9,Euarchontoglires,ortholog_one2one,87.5836,87.6227,100,100.00,1
ENSG00000151005,TKTL2,ENSMUSG00000025519,Tktl2,Boreoeutheria,ortholog_one2one,80.5112,80.3828,100,100.00,1
ENSG00000133247,KMT5C,ENSMUSG00000059851,Kmt5c,Euarchontoglires,ortholog_one2one,81.3853,80.3419,100,100.00,1
ENSG00000136933,RABEPK,ENSMUSG00000070953,Rabepk,Euarchontoglires,ortholog_one2one,78.4946,76.8421,50,100.00,1
ENSG00000104371,DKK4,ENSMUSG00000031535,Dkk4,Eutheria,ortholog_one2one,75,76.0181,100,100.00,1
ENSG00000156873,PHKG2,ENSMUSG00000030815,Phkg2,Euarchontoglires,ortholog_one2one,93.3498,93.3498,100,100.00,1
ENSG00000078668,VDAC3,ENSMUSG00000008892,Vdac3,Euarchontoglires,ortholog_one2one,98.2332,97.8873,100,100.00,1
ENSG00000096060,FKBP5,ENSMUSG00000024222,Fkbp5,Theria,ortholog_one2one,87.0897,87.2807,100,100.00,1
ENSG00000105967,TFEC,ENSMUSG00000029553,Tfec,Euarchontoglires,ortholog_one2one,69.7406,76.3407,100,100.00,1
ENSG00000044574,HSPA5,ENSMUSG00000026864,Hspa5,Euarchontoglires,ortholog_one2one,98.6239,98.4733,75,100.00,1
ENSG00000117586,TNFSF4,ENSMUSG00000026700,Tnfsf4,Euarchontoglires,ortholog_one2one,44.8087,41.4141,100,100.00,0
ENSG00000185231,MC2R,ENSMUSG00000045569,Mc2r,Euarchontoglires,ortholog_one2one,88.5522,88.8513,50,100.00,1
ENSG00000164024,METAP1,ENSMUSG00000005813,Metap1,Euarchontoglires,ortholog_one2one,98.1865,98.1865,100,100.00,1
ENSG00000162728,KCNJ9,ENSMUSG00000038026,Kcnj9,Boreoeutheria,ortholog_one2one,98.7277,98.7277,50,100.00,1
ENSG00000160471,COX6B2,ENSMUSG00000051811,Cox6b2,Boreoeutheria,ortholog_one2one,69.3182,58.6538,100,100.00,1
ENSG00000146151,HMGCLL1,ENSMUSG00000007908,Hmgcll1,Boreoeutheria,ortholog_one2one,92.6471,91.8367,75,100.00,1
ENSG00000184371,CSF1,ENSMUSG00000014599,Csf1,Euarchontoglires,ortholog_one2one,70.0361,70.2899,100,100.00,1
ENSG00000185515,BRCC3,ENSMUSG00000031201,Brcc3,Eutheria,ortholog_one2many,96.9072,96.9072,100,100.00,1
ENSG00000185515,BRCC3,ENSMUSG00000112039,Gm5136,Eutheria,ortholog_one2many,85.567,85.567,0,0.00,0
ENSG00000200554,RNU6-1020P,ENSMUSG00000119633,Gm25851,Eutheria,ortholog_one2one,84.1122,84.1122,,0.00,0
ENSG00000122729,ACO1,ENSMUSG00000028405,Aco1,Euarchontoglires,ortholog_one2one,93.3633,93.3633,100,100.00,1
ENSG00000165076,PRSS37,ENSMUSG00000029909,Prss37,Euarchontoglires,ortholog_one2one,82.1277,81.4346,50,100.00,1
ENSG00000180043,GARIN5B,ENSMUSG00000092518,Fam71e2,Euarchontoglires,ortholog_one2one,36.0087,44.0318,100,97.35,0
ENSG00000115365,LANCL1,ENSMUSG00000026000,Lancl1,Euarchontoglires,ortholog_one2one,91.4787,91.4787,100,100.00,1
ENSG00000174145,NWD2,ENSMUSG00000090061,Nwd2,Eutheria,ortholog_one2one,94.7761,94.7761,100,100.00,1
ENSG00000095752,IL11,ENSMUSG00000004371,Il11,Euarchontoglires,ortholog_one2one,87.9397,87.9397,100,100.00,1
ENSG00000196118,CFAP119,ENSMUSG00000057176,Ccdc189,Euarchontoglires,ortholog_one2one,72.8097,72.3724,100,100.00,1
ENSG00000207008,SNORA54,ENSMUSG00000065118,Gm23297,Eutheria,ortholog_one2one,87.8049,85.0394,,100.00,1
ENSG00000160472,TMEM190,ENSMUSG00000013091,Tmem190,Euarchontoglires,ortholog_one2one,64.4068,68.6747,100,100.00,1
ENSG00000184058,TBX1,ENSMUSG00000009097,Tbx1,Euarchontoglires,ortholog_one2one,85.3175,88.1148,100,100.00,1
ENSG00000133789,SWAP70,ENSMUSG00000031015,Swap70,Eutheria,ortholog_one2one,95.0427,95.0427,100,100.00,1
ENSG00000067829,IDH3G,ENSMUSG00000002010,Idh3g,Eutheria,ortholog_one2one,95.1654,95.1654,100,100.00,1
ENSG00000183665,TRMT12,ENSMUSG00000037085,Trmt12,Euarchontoglires,ortholog_one2one,78.5714,78.9238,100,100.00,1
ENSG00000185149,NPY2R,ENSMUSG00000028004,Npy2r,Eutheria,ortholog_one2one,94.4882,94.4882,100,100.00,1
ENSG00000170881,RNF139,ENSMUSG00000037075,Rnf139,Euarchontoglires,ortholog_one2one,93.6747,93.1138,100,100.00,1
ENSG00000233493,TMEM238,ENSMUSG00000030431,Tmem238,Boreoeutheria,ortholog_one2one,85.2273,85.2273,100,100.00,1
ENSG00000147687,TATDN1,ENSMUSG00000050891,Tatdn1,Eutheria,ortholog_one2one,90.5724,91.1864,100,100.00,1
ENSG00000108107,RPL28,ENSMUSG00000030432,Rpl28,Boreoeutheria,ortholog_one2one,98.5401,98.5401,100,100.00,1
ENSG00000242550,SERPINB10,ENSMUSG00000092572,Serpinb10,Euarchontoglires,ortholog_one2one,74.8111,74.8111,100,100.00,1
ENSG00000163154,TNFAIP8L2,ENSMUSG00000013707,Tnfaip8l2,Eutheria,ortholog_one2one,94.0217,94.0217,75,100.00,1
ENSG00000102870,ZNF629,ENSMUSG00000045639,Zfp629,Theria,ortholog_one2one,85.8458,86.0438,100,100.00,1
ENSG00000141655,TNFRSF11A,ENSMUSG00000026321,Tnfrsf11a,Euarchontoglires,ortholog_one2one,66.5584,65.6,100,97.43,1
ENSG00000109536,FRG1,ENSMUSG00000031590,Frg1,Eutheria,ortholog_one2many,97.2868,97.2868,50,100.00,1
ENSG00000175938,ORAI3,ENSMUSG00000043964,Orai3,Boreoeutheria,ortholog_one2one,88.8136,90.3448,100,100.00,1
ENSG00000099377,HSD3B7,ENSMUSG00000042289,Hsd3b7,Euarchontoglires,ortholog_one2one,86.9919,86.9919,100,100.00,1
ENSG00000111863,ADTRP,ENSMUSG00000058022,Adtrp,Euarchontoglires,ortholog_one2one,64.3478,56.4885,100,100.00,1
ENSG00000099949,LZTR1,ENSMUSG00000022761,Lztr1,Boreoeutheria,ortholog_one2one,95,95.3405,100,100.00,1
ENSG00000054796,SPO11,ENSMUSG00000005883,Spo11,Euarchontoglires,ortholog_one2one,82.5758,82.5758,100,100.00,1
ENSG00000162729,IGSF8,ENSMUSG00000038034,Igsf8,Euarchontoglires,ortholog_one2one,88.4176,88.707,100,100.00,1
ENSG00000106049,HIBADH,ENSMUSG00000029776,Hibadh,Euarchontoglires,ortholog_one2one,90.7738,91.0448,100,100.00,1
ENSG00000108106,UBE2S,ENSMUSG00000118653,Gm2296,Euarchontoglires,ortholog_one2many,92.7928,92.3767,0,0.00,0
ENSG00000108106,UBE2S,ENSMUSG00000060860,Ube2s,Euarchontoglires,ortholog_one2many,93.2432,92.8251,100,100.00,1
ENSG00000141664,ZCCHC2,ENSMUSG00000038866,Zcchc2,Euarchontoglires,ortholog_one2one,85.9932,86.8782,100,100.00,1
ENSG00000146007,ZMAT2,ENSMUSG00000001383,Zmat2,Euarchontoglires,ortholog_one2one,100,100,100,100.00,1
ENSG00000148926,ADM,ENSMUSG00000030790,Adm,Eutheria,ortholog_one2one,65.9459,66.3043,100,100.00,1
ENSG00000063241,ISOC2,ENSMUSG00000052605,Isoc2b,Euarchontoglires,ortholog_one2many,75.6098,73.8095,100,100.00,1
ENSG00000063241,ISOC2,ENSMUSG00000086784,Isoc2a,Euarchontoglires,ortholog_one2many,83.4146,83.0097,0,0.42,0
ENSG00000122194,PLG,ENSMUSG00000059481,Plg,Boreoeutheria,ortholog_one2one,79.6296,79.4335,0,100.00,1
ENSG00000099365,STX1B,ENSMUSG00000030806,Stx1b,Euarchontoglires,ortholog_one2one,100,100,100,100.00,1
ENSG00000249693,THEGL,ENSMUSG00000029248,Thegl,Euarchontoglires,ortholog_one2one,55.2688,55.9913,100,100.00,1
ENSG00000139998,RAB15,ENSMUSG00000021062,Rab15,Euarchontoglires,ortholog_one2one,98.5849,98.5849,75,100.00,1
ENSG00000204970,PCDHA1,ENSMUSG00000103442,Pcdha1,Euarchontoglires,ortholog_one2one,84.6316,84.8101,100,100.00,1
ENSG00000143158,MPC2,ENSMUSG00000026568,Mpc2,Euarchontoglires,ortholog_one2one,92.126,92.126,100,100.00,1
ENSG00000155008,APOOL,ENSMUSG00000025525,Apool,Eutheria,ortholog_one2one,76.8657,77.7358,100,100.00,1
ENSG00000165264,NDUFB6,ENSMUSG00000071014,Ndufb6,Eutheria,ortholog_one2one,70.3125,70.3125,100,100.00,1
ENSG00000235631,RNF148,ENSMUSG00000078179,Rnf148,Boreoeutheria,ortholog_one2one,81.3115,78.481,100,100.00,1
ENSG00000170632,ARMC10,ENSMUSG00000038525,Armc10,Euarchontoglires,ortholog_one2one,70.2624,78.7582,100,100.00,1
ENSG00000101146,RAE1,ENSMUSG00000027509,Rae1,Eutheria,ortholog_one2one,98.6413,98.6413,100,100.00,1
ENSG00000136731,UGGT1,ENSMUSG00000037470,Uggt1,Euarchontoglires,ortholog_one2one,90.6752,90.9091,25,100.00,1
ENSG00000102024,PLS3,ENSMUSG00000016382,Pls3,Euarchontoglires,ortholog_one2one,99.0476,97.6526,0,100.00,1
ENSG00000122728,TAF1L,ENSMUSG00000031314,Taf1,Euarchontoglires,ortholog_one2many,88.609,85.0684,0,97.47,1
ENSG00000107201,DDX58,ENSMUSG00000040296,Ddx58,Euarchontoglires,ortholog_one2one,77.0811,76.9978,100,100.00,1
ENSG00000197483,ZNF628,ENSMUSG00000074406,Zfp628,Euarchontoglires,ortholog_one2one,84.6081,86.3198,100,99.88,1
ENSG00000103496,STX4,ENSMUSG00000030805,Stx4a,Eutheria,ortholog_one2one,90.2357,89.9329,100,100.00,1
ENSG00000090971,NAT14,ENSMUSG00000035285,Nat14,Eutheria,ortholog_one2one,95.1456,95.1456,100,100.00,1
ENSG00000000460,C1orf112,ENSMUSG00000041406,BC055324,Euarchontoglires,ortholog_one2one,69.4021,63.8619,0,99.21,1
ENSG00000204969,PCDHA2,ENSMUSG00000104148,Pcdha2,Euarchontoglires,ortholog_one2one,86.8143,86.8143,100,100.00,1
ENSG00000110315,RNF141,ENSMUSG00000030788,Rnf141,Euarchontoglires,ortholog_one2one,99.1304,99.1304,100,100.00,1
ENSG00000179954,SSC5D,ENSMUSG00000035279,Ssc5d,Euarchontoglires,ortholog_one2one,63.6999,73.0853,100,98.34,1
ENSG00000255408,PCDHA3,ENSMUSG00000102312,Pcdha3,Euarchontoglires,ortholog_one2one,85.2632,85.9873,100,100.00,1
ENSG00000204967,PCDHA4,ENSMUSG00000007440,Pcdha10,Euarchontoglires,ortholog_one2many,81.0982,81.1839,0,70.90,0
ENSG00000204967,PCDHA4,ENSMUSG00000104252,Pcdha4,Euarchontoglires,ortholog_one2many,86.378,86.378,100,100.00,1
ENSG00000214113,LYRM4,ENSMUSG00000046573,Lyrm4,Euarchontoglires,ortholog_one2one,89.011,89.011,100,100.00,1
ENSG00000073803,MAP3K13,ENSMUSG00000033618,Map3k13,Euarchontoglires,ortholog_one2one,89.0269,89.6768,100,100.00,1
ENSG00000257365,FNTB,ENSMUSG00000033373,Fntb,Eutheria,ortholog_one2one,87.643,81.3163,75,95.93,1
ENSG00000204965,PCDHA5,ENSMUSG00000103092,Pcdha5,Euarchontoglires,ortholog_one2one,86.4316,86.6167,100,100.00,1
ENSG00000081842,PCDHA6,ENSMUSG00000103707,Pcdha6,Euarchontoglires,ortholog_one2many,85.0526,85.4123,75,100.00,1
ENSG00000243317,STMP1,ENSMUSG00000073155,1810058I24Rik,Euarchontoglires,ortholog_one2one,91.4894,91.4894,100,100.00,1
ENSG00000154957,ZNF18,ENSMUSG00000018347,Zkscan6,Euarchontoglires,ortholog_one2one,77.9599,76.9784,100,100.00,1
ENSG00000200761,RN7SKP113,ENSMUSG00002076262,7SK,Eutheria,ortholog_one2many,59.322,61.1888,,0.00,0
ENSG00000202449,SNORA63,ENSMUSG00002076055,SNORA63,Eutheria,ortholog_many2many,56.0976,60.5263,,0.00,0
ENSG00000202449,SNORA63,ENSMUSG00002074900,SNORA63,Eutheria,ortholog_many2many,59.3496,71.5686,,0.00,0
ENSG00000202449,SNORA63,ENSMUSG00002075811,SNORA63,Eutheria,ortholog_many2many,65.8537,68.0672,,0.00,0
ENSG00000187550,SBK2,ENSMUSG00000030433,Sbk2,Euarchontoglires,ortholog_one2one,80.7471,77.6243,100,100.00,1
ENSG00000124785,NRN1,ENSMUSG00000039114,Nrn1,Eutheria,ortholog_one2one,85.2113,76.5823,100,100.00,1
ENSG00000239001,RNU6-420P,ENSMUSG00000119692,Gm23461,Eutheria,ortholog_many2many,83.1776,83.1776,,0.00,0
ENSG00000239001,RNU6-420P,ENSMUSG00000119360,Gm25619,Eutheria,ortholog_many2many,71.9626,74.0385,,0.00,0
ENSG00000207732,MIR218-1,ENSMUSG00000065603,Mir218-1,Eutheria,ortholog_one2one,97.2727,97.2727,,100.00,1
ENSG00000231274,SBK3,ENSMUSG00000085272,Sbk3,Euarchontoglires,ortholog_one2one,83.844,83.3795,100,100.00,1
ENSG00000222206,Y_RNA,ENSMUSG00002075720,Y_RNA,Eutheria,ortholog_one2many,55.0459,56.0748,,0.00,0
ENSG00000059378,PARP12,ENSMUSG00000038507,Parp12,Euarchontoglires,ortholog_one2one,81.1698,80.0281,100,100.00,1
ENSG00000252243,RNU6-412P,ENSMUSG00000118763,Gm24410,Amniota,ortholog_one2many,81.1321,80.3738,,0.00,0
ENSG00000218891,ZNF579,ENSMUSG00000051550,Zfp579,Boreoeutheria,ortholog_one2one,89.1459,89.1459,100,100.00,1
ENSG00000222257,RN7SKP199,ENSMUSG00002075788,7SK,Eutheria,ortholog_one2many,43.9344,61.4679,,0.00,0
ENSG00000121671,CRY2,ENSMUSG00000068742,Cry2,Euarchontoglires,ortholog_one2one,94.4351,94.5946,100,100.00,1
ENSG00000252913,RNU6-158P,ENSMUSG00000119380,Gm24283,Amniota,ortholog_one2many,59,55.1402,,0.00,0
ENSG00000179943,FIZ1,ENSMUSG00000061374,Fiz1,Boreoeutheria,ortholog_one2one,86.6936,86,100,100.00,1
ENSG00000124491,F13A1,ENSMUSG00000039109,F13a1,Euarchontoglires,ortholog_one2one,86.8852,86.8852,100,100.00,1
ENSG00000252890,RNU6-699P,ENSMUSG00002075186,U6,Amniota,ortholog_one2one,53.6364,57.8431,,0.00,0
ENSG00000274759,RNA5SP527,ENSMUSG00002076829,5S_rRNA,Eutheria,ortholog_one2one,45.6693,49.5727,,0.00,0
ENSG00000207428,RNU6-95P,ENSMUSG00002074965,U6,Eutheria,ortholog_one2many,68.2243,70.8738,,0.00,0
ENSG00000207428,RNU6-95P,ENSMUSG00000119462,Gm26139,Eutheria,ortholog_one2many,77.5701,77.5701,,0.00,0
ENSG00000221639,,ENSMUSG00000077575,Gm24888,Eutheria,ortholog_one2many,76.8,73.8462,,99.22,1
ENSG00000252762,,ENSMUSG00002076040,,Eutheria,ortholog_one2one,69.2913,66.6667,,100.00,1
ENSG00000125952,MAX,ENSMUSG00000059436,Max,Euarchontoglires,ortholog_one2one,99.375,99.375,100,100.00,1
ENSG00000202440,SNORD42,ENSMUSG00000065676,Snord42b,Eutheria,ortholog_one2many,86.9565,86.9565,,85.51,1
ENSG00000202485,RNU6-499P,ENSMUSG00002076706,U6,Amniota,ortholog_one2one,55.1402,77.6316,,0.00,0
ENSG00000201901,RN7SKP48,ENSMUSG00002074902,7SK,Theria,ortholog_one2many,42.9878,52.6119,,0.00,0
ENSG00000201901,RN7SKP48,ENSMUSG00002076400,7SK,Theria,ortholog_one2many,57.0122,66.548,,0.00,0
ENSG00000171443,ZNF524,ENSMUSG00000051184,Zfp524,Euarchontoglires,ortholog_one2one,80.303,66.0436,100,100.00,1
ENSG00000065559,MAP2K4,ENSMUSG00000033352,Map2k4,Euarchontoglires,ortholog_one2one,97.7444,98.2368,100,100.00,1
ENSG00000204963,PCDHA7,ENSMUSG00000103800,Pcdha8,Euarchontoglires,ortholog_many2many,81.0032,80.2326,50,74.73,0
ENSG00000204963,PCDHA7,ENSMUSG00000104318,Pcdha7,Euarchontoglires,ortholog_many2many,85.0587,85.0587,50,100.00,1
ENSG00000252470,RNU6-551P,ENSMUSG00000118939,Gm25524,Amniota,ortholog_one2one,77.6699,74.7664,,0.00,0
ENSG00000179922,ZNF784,ENSMUSG00000043290,Zfp784,Eutheria,ortholog_one2one,77.709,84.5118,75,100.00,1
ENSG00000201744,RNU6-34P,ENSMUSG00000119183,Gm24863,Eutheria,ortholog_one2one,95.3271,95.3271,,0.00,0
ENSG00000206601,RNU6-431P,ENSMUSG00000119614,Gm24099,Amniota,ortholog_one2many,80.3738,80.3738,,0.00,0
ENSG00000275994,SNORA24,ENSMUSG00000092730,Snora24,Amniota,ortholog_one2one,90.8397,91.5385,,100.00,1
ENSG00000204962,PCDHA8,ENSMUSG00000103707,Pcdha6,Euarchontoglires,ortholog_one2many,82.5263,82.8753,50,72.09,0
ENSG00000201752,RNU6-119P,ENSMUSG00002076918,U6,Amniota,ortholog_one2many,65.4206,67.3077,,0.00,0
ENSG00000204961,PCDHA9,ENSMUSG00000103800,Pcdha8,Euarchontoglires,ortholog_many2many,83.7895,84.1438,50,100.00,1
ENSG00000204961,PCDHA9,ENSMUSG00000104318,Pcdha7,Euarchontoglires,ortholog_many2many,80.3158,81.4301,50,71.44,0
ENSG00000251821,RNU6-583P,ENSMUSG00000065322,Gm22055,Eutheria,ortholog_one2one,79.3478,68.2243,,0.00,0
ENSG00000213015,ZNF580,ENSMUSG00000055633,Zfp580,Eutheria,ortholog_one2one,97.093,72.6087,75,100.00,1
ENSG00000252014,SNORA70,ENSMUSG00000064994,Gm22422,Eutheria,ortholog_one2many,72.7273,59.2593,,0.00,0
ENSG00000250120,PCDHA10,ENSMUSG00000103770,Pcdha9,Euarchontoglires,ortholog_one2one,83.1224,80.4903,100,100.00,1
ENSG00000207121,RNU6-1230P,ENSMUSG00000119780,Gm26062,Sarcopterygii,ortholog_one2many,84.2593,85.0467,,0.00,0
ENSG00000197579,TOPORS,ENSMUSG00000036822,Topors,Euarchontoglires,ortholog_one2one,86.0287,87.0281,100,100.00,1
ENSG00000147684,NDUFB9,ENSMUSG00000022354,Ndufb9,Euarchontoglires,ortholog_one2one,86.0335,86.0335,100,100.00,1
ENSG00000253019,RN7SKP35,ENSMUSG00002075941,7SK,Eutheria,ortholog_one2one,46.3576,25.4545,,0.00,0
ENSG00000201264,SNORD73B,ENSMUSG00000064390,Snord73b,Eutheria,ortholog_one2one,83.3333,84.507,,100.00,1
ENSG00000252544,RNU6-1282P,ENSMUSG00000075908,Gm23940,Eutheria,ortholog_one2one,82.2917,75.2381,,0.00,0
ENSG00000208797,SNORD73A,ENSMUSG00000064984,Snord73a,Eutheria,ortholog_one2one,83.0769,79.4118,,100.00,1
ENSG00000199859,RNU6-582P,ENSMUSG00000119869,Gm25577,Eutheria,ortholog_one2one,86.9159,86.9159,,0.00,0
ENSG00000252350,RPPH1-3P,ENSMUSG00000088093,Gm22811,Amniota,ortholog_one2one,21.4286,44.8052,,0.00,0
ENSG00000148400,NOTCH1,ENSMUSG00000026923,Notch1,Euarchontoglires,ortholog_one2one,90.6458,91.5053,100,100.00,1
ENSG00000101972,STAG2,ENSMUSG00000025862,Stag2,Euarchontoglires,ortholog_one2one,99.1325,99.1325,75,100.00,1
ENSG00000222721,RN7SKP188,ENSMUSG00002076513,7SK,Eutheria,ortholog_one2one,34.3849,40.9774,,0.00,0
ENSG00000173581,CCDC106,ENSMUSG00000035228,Ccdc106,Euarchontoglires,ortholog_one2one,89.6429,73.607,75,100.00,1
ENSG00000253001,RN7SKP105,ENSMUSG00002075070,7SK,Amniota,ortholog_many2many,35.9873,44.8413,,0.00,0
ENSG00000253001,RN7SKP105,ENSMUSG00002074897,7SK,Amniota,ortholog_many2many,43.6306,43.9103,,0.00,0
ENSG00000253001,RN7SKP105,ENSMUSG00002076991,7SK,Amniota,ortholog_many2many,45.8599,44.582,,0.00,0
ENSG00000206613,RNU6-1336P,ENSMUSG00000065029,Gm25199,Eutheria,ortholog_one2one,83.4862,87.5,,0.00,0
ENSG00000132819,RBM38,ENSMUSG00000027510,Rbm38,Boreoeutheria,ortholog_one2one,94.5607,95.3587,100,100.00,1
ENSG00000253000,RNU1-45P,ENSMUSG00002076902,U1,Eutheria,ortholog_one2one,58.156,47.3988,,0.00,0
ENSG00000222859,RN7SKP136,ENSMUSG00002075040,7SK,Eutheria,ortholog_one2many,37,63.4286,,0.00,0
ENSG00000222859,RN7SKP136,ENSMUSG00002076788,7SK,Eutheria,ortholog_one2many,46.3333,45.4248,,0.00,0
ENSG00000201433,RNU6-335P,ENSMUSG00002076163,U6,Eutheria,ortholog_one2one,59.292,68.3673,,0.00,0
ENSG00000024862,CCDC28A,ENSMUSG00000059554,Ccdc28a,Euarchontoglires,ortholog_one2one,84.2391,80.7292,100,94.51,1
ENSG00000252157,RNU6-479P,ENSMUSG00002075997,U6,Eutheria,ortholog_one2one,56.1905,54.6296,,0.00,0
ENSG00000201516,,ENSMUSG00000064596,Gm22298,Eutheria,ortholog_one2one,77.2358,71.4286,,0.00,0
ENSG00000252343,RNU2-34P,ENSMUSG00000084752,Gm22451,Sarcopterygii,ortholog_one2one,55.3719,44.3709,,0.00,0
ENSG00000222582,RNU2-66P,ENSMUSG00000084606,Gm23118,Amniota,ortholog_one2one,55.9006,48.1283,,0.00,0
ENSG00000251714,RN7SKP67,ENSMUSG00002076474,7SK,Theria,ortholog_many2many,44.2553,34.7826,,0.00,0
ENSG00000251714,RN7SKP67,ENSMUSG00002075274,7SK,Theria,ortholog_many2many,46.383,35.0482,,0.00,0
ENSG00000251714,RN7SKP67,ENSMUSG00002076547,7SK,Theria,ortholog_many2many,44.6809,34.4262,,0.00,0
ENSG00000251714,RN7SKP67,ENSMUSG00002074936,7SK,Theria,ortholog_many2many,48.9362,36.5079,,0.00,0
ENSG00000251714,RN7SKP67,ENSMUSG00002076539,7SK,Theria,ortholog_many2many,52.3404,40.1961,,0.00,0
ENSG00000251714,RN7SKP67,ENSMUSG00002075521,7SK,Theria,ortholog_many2many,47.6596,34.891,,0.00,0
ENSG00000251714,RN7SKP67,ENSMUSG00002075632,7SK,Theria,ortholog_many2many,46.8085,35.7143,,0.00,0
ENSG00000251714,RN7SKP67,ENSMUSG00002074945,7SK,Theria,ortholog_many2many,40.4255,30.3514,,0.00,0
ENSG00000251714,RN7SKP67,ENSMUSG00002075249,7SK,Theria,ortholog_many2many,45.9574,40.7547,,0.00,0
ENSG00000252604,RNU2-44P,ENSMUSG00002076687,U2,Euteleostomi,ortholog_one2one,6.18557,13.1868,,0.00,0
ENSG00000197415,VEPH1,ENSMUSG00000027831,Veph1,Euarchontoglires,ortholog_one2one,85.4742,85.4742,100,100.00,1
ENSG00000101019,UQCC1,ENSMUSG00000005882,Uqcc1,Euarchontoglires,ortholog_one2one,86.6221,87.7966,100,100.00,1
ENSG00000125484,GTF3C4,ENSMUSG00000035666,Gtf3c4,Euarchontoglires,ortholog_one2one,93.0657,93.6353,100,100.00,1
ENSG00000170448,NFXL1,ENSMUSG00000072889,Nfxl1,Euarchontoglires,ortholog_one2one,89.4621,88.78,50,100.00,1
ENSG00000128567,PODXL,ENSMUSG00000025608,Podxl,Eutheria,ortholog_one2one,39.7849,44.1352,100,99.74,0
ENSG00000135617,PRADC1,ENSMUSG00000030008,Pradc1,Euarchontoglires,ortholog_one2one,97.8723,97.8723,100,100.00,1
ENSG00000188859,FAM78B,ENSMUSG00000060568,Fam78b,Euarchontoglires,ortholog_one2one,100,100,100,100.00,1
ENSG00000266297,MIR744,ENSMUSG00000076460,Mir744,Eutheria,ortholog_one2one,96.9388,95,,100.00,1
ENSG00000249158,PCDHA11,ENSMUSG00000102206,Pcdha11,Euarchontoglires,ortholog_one2one,84.9315,84.8421,100,100.00,1
ENSG00000165695,AK8,ENSMUSG00000026807,Ak8,Eutheria,ortholog_one2one,77.0355,77.0355,100,100.00,1
ENSG00000135862,LAMC1,ENSMUSG00000026478,Lamc1,Euarchontoglires,ortholog_one2one,92.9149,93.0305,100,100.00,1
ENSG00000175727,MLXIP,ENSMUSG00000038342,Mlxip,Euarchontoglires,ortholog_one2one,86.5071,86.6957,75,100.00,1
ENSG00000144476,ACKR3,ENSMUSG00000044337,Ackr3,Euarchontoglires,ortholog_one2one,92.8177,92.8177,100,100.00,1
ENSG00000170873,MTSS1,ENSMUSG00000022353,Mtss1,Boreoeutheria,ortholog_one2one,96.8212,96.3109,100,100.00,1
ENSG00000167394,ZNF668,ENSMUSG00000049728,Zfp668,Euarchontoglires,ortholog_one2one,92.084,92.084,100,100.00,1
ENSG00000006744,ELAC2,ENSMUSG00000020549,Elac2,Euarchontoglires,ortholog_one2one,81.8402,81.3478,100,100.00,1
ENSG00000063245,EPN1,ENSMUSG00000035203,Epn1,Theria,ortholog_one2one,94.0972,94.0972,50,100.00,1
ENSG00000163161,ERCC3,ENSMUSG00000024382,Ercc3,Euarchontoglires,ortholog_one2one,95.7801,95.6577,100,100.00,1
ENSG00000121653,MAPK8IP1,ENSMUSG00000027223,Mapk8ip1,Eutheria,ortholog_one2one,93.3896,93.918,100,100.00,1
ENSG00000165698,SPACA9,ENSMUSG00000026809,Spaca9,Boreoeutheria,ortholog_one2one,68.018,89.881,100,100.00,1
ENSG00000167395,ZNF646,ENSMUSG00000049739,Zfp646,Euarchontoglires,ortholog_one2one,69.3777,71.085,100,100.00,1
ENSG00000165699,TSC1,ENSMUSG00000026812,Tsc1,Euarchontoglires,ortholog_one2one,87.1993,87.4246,100,100.00,1
ENSG00000126870,DYNC2I1,ENSMUSG00000042050,Dync2i1,Euarchontoglires,ortholog_one2one,70.2627,74.975,75,97.14,1
ENSG00000158473,CD1D,ENSMUSG00000028076,Cd1d1,Eutheria,ortholog_one2many,60.8955,60.7143,50,100.00,1
ENSG00000158473,CD1D,ENSMUSG00000041750,Cd1d2,Eutheria,ortholog_one2many,45.6716,45.5357,0,2.59,0
ENSG00000167397,VKORC1,ENSMUSG00000096145,Vkorc1,Euarchontoglires,ortholog_one2one,84.6626,85.7143,100,100.00,1
